	version	model	descr	fcst_lead	fcst_valid_beg	fcst_valid_end	fcst_init_beg	obs_lead	obs_valid_beg	obs_valid_end	fcst_var	fcst_units	fcst_lev	obs_var	obs_units	obs_lev	obtype	vx_mask	interp_mthd	interp_pnts	fcst_thresh	obs_thresh	cov_thresh	alpha	line_type	total	n_thresh	thresh_i	oy_i	on_i	i_value
129	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	CAPE_ENS_FREQ_le1000	J/kg	L0	CAPE	NA	L100000-0	ADPUPA	CONUS	BILIN	4	==0.10000	<=1000	-9999	-9999	PCT	66	10	0	0	0	1
130	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	CAPE_ENS_FREQ_gt1000.and.lt2500	J/kg	L0	CAPE	NA	L100000-0	ADPUPA	CONUS	BILIN	4	==0.10000	>1000&&<2500	-9999	-9999	PCT	66	10	0	0	58	1
131	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	CAPE_ENS_FREQ_gt2500.and.lt4000	J/kg	L0	CAPE	NA	L100000-0	ADPUPA	CONUS	BILIN	4	==0.10000	>2500&&<4000	-9999	-9999	PCT	66	10	0	0	64	1
132	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	CAPE_ENS_FREQ_gt2500	J/kg	L0	CAPE	NA	L100000-0	ADPUPA	CONUS	BILIN	4	==0.10000	>2500	-9999	-9999	PCT	66	10	0	0	64	1
133	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge298	K	P850	TMP	NA	P850	ADPUPA	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	58	10	0	0	58	1
134	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge273	K	P700	TMP	NA	P700	ADPUPA	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	64	10	0	1	10	1
135	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge278	K	P700	TMP	NA	P700	ADPUPA	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	64	10	0	3	33	1
136	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge283	K	P700	TMP	NA	P700	ADPUPA	CONUS	BILIN	4	==0.10000	>=283	-9999	-9999	PCT	64	10	0	0	59	1
137	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge258	K	P500	TMP	NA	P500	ADPUPA	CONUS	BILIN	4	==0.10000	>=258	-9999	-9999	PCT	64	10	0	0	13	1
138	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge263	K	P500	TMP	NA	P500	ADPUPA	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	64	10	0	1	39	1
139	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge268	K	P500	TMP	NA	P500	ADPUPA	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	64	10	0	0	64	1
140	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	TMP_ENS_FREQ_ge268	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4368	10	0	0	0	1
141	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	DPT_ENS_FREQ_ge288	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=288	-9999	-9999	PCT	4292	10	0	24	2858	1
142	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	DPT_ENS_FREQ_ge293	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4292	10	0	1	3854	1
143	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	DPT_ENS_FREQ_ge298	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4292	10	0	3	4289	1
144	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	WIND_ENS_FREQ_ge5	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=5	-9999	-9999	PCT	4334	10	0	77	2979	1
145	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	WIND_ENS_FREQ_ge10	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	4334	10	0	11	4272	1
146	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	WIND_ENS_FREQ_ge15	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	4334	10	0	3	4331	1
147	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	TMP_ENS_FREQ_ge273	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4368	10	0	3	0	1
148	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	TMP_ENS_FREQ_ge278	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	4368	10	0	18	124	1
149	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	TMP_ENS_FREQ_ge293	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4368	10	0	21	3558	1
150	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	TMP_ENS_FREQ_ge298	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4368	10	0	36	4284	1
151	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	TMP_ENS_FREQ_ge303	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=303	-9999	-9999	PCT	4368	10	0	0	4368	1
152	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	DPT_ENS_FREQ_ge263	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	4292	10	0	0	4	1
153	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	DPT_ENS_FREQ_ge268	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4292	10	0	9	94	1
154	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	DPT_ENS_FREQ_ge273	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4292	10	0	29	277	1
155	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	TMP_ENS_FREQ_ge268	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4308	10	0	0	0	1
156	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	DPT_ENS_FREQ_ge288	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=288	-9999	-9999	PCT	4243	10	0	24	3062	1
157	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	DPT_ENS_FREQ_ge293	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4243	10	0	23	3703	1
158	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	DPT_ENS_FREQ_ge298	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4243	10	0	0	4243	1
159	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	WIND_ENS_FREQ_ge5	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=5	-9999	-9999	PCT	4230	10	0	86	1783	1
160	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	WIND_ENS_FREQ_ge10	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	4230	10	0	17	4078	1
161	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	WIND_ENS_FREQ_ge15	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	4230	10	0	2	4218	1
162	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	TMP_ENS_FREQ_ge273	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4308	10	0	0	0	1
163	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	TMP_ENS_FREQ_ge278	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	4308	10	0	9	48	1
164	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	TMP_ENS_FREQ_ge293	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4308	10	0	48	3423	1
165	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	TMP_ENS_FREQ_ge298	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4308	10	0	138	4052	1
166	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	TMP_ENS_FREQ_ge303	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=303	-9999	-9999	PCT	4308	10	0	12	4296	1
167	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	DPT_ENS_FREQ_ge263	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	4243	10	0	0	3	1
168	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	DPT_ENS_FREQ_ge268	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4243	10	0	1	70	1
169	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	DPT_ENS_FREQ_ge273	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4243	10	0	3	215	1
170	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	TMP_ENS_FREQ_ge268	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4271	10	0	0	0	1
171	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	DPT_ENS_FREQ_ge288	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=288	-9999	-9999	PCT	4192	10	0	6	3185	1
172	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	DPT_ENS_FREQ_ge293	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4192	10	0	0	3727	1
173	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	DPT_ENS_FREQ_ge298	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4192	10	0	0	4192	1
174	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	WIND_ENS_FREQ_ge5	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=5	-9999	-9999	PCT	4207	10	0	73	1902	1
175	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	WIND_ENS_FREQ_ge10	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	4207	10	0	18	4004	1
176	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	WIND_ENS_FREQ_ge15	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	4207	10	0	0	4197	1
177	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	TMP_ENS_FREQ_ge273	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4271	10	0	0	1	1
178	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	TMP_ENS_FREQ_ge278	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	4271	10	0	11	114	1
179	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	TMP_ENS_FREQ_ge293	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4271	10	0	50	3609	1
180	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	TMP_ENS_FREQ_ge298	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4271	10	0	71	4172	1
181	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	TMP_ENS_FREQ_ge303	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=303	-9999	-9999	PCT	4271	10	0	0	4271	1
182	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	DPT_ENS_FREQ_ge263	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	4192	10	0	0	3	1
183	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	DPT_ENS_FREQ_ge268	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4192	10	0	2	85	1
184	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	DPT_ENS_FREQ_ge273	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4192	10	0	0	287	1
185	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	TMP_ENS_FREQ_ge268	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4206	10	0	0	0	1
186	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	DPT_ENS_FREQ_ge288	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=288	-9999	-9999	PCT	4134	10	0	16	2485	1
187	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	DPT_ENS_FREQ_ge293	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4134	10	0	10	3532	1
188	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	DPT_ENS_FREQ_ge298	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4134	10	0	3	4128	1
189	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	WIND_ENS_FREQ_ge5	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=5	-9999	-9999	PCT	4037	10	0	89	904	1
190	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	WIND_ENS_FREQ_ge10	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	4037	10	0	62	3613	1
191	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	WIND_ENS_FREQ_ge15	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	4037	10	0	5	4019	1
192	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	TMP_ENS_FREQ_ge273	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4206	10	0	0	0	1
193	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	TMP_ENS_FREQ_ge278	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	4206	10	0	2	0	1
194	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	TMP_ENS_FREQ_ge293	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4206	10	0	99	1712	1
195	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	TMP_ENS_FREQ_ge298	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4206	10	0	37	2791	1
196	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	TMP_ENS_FREQ_ge303	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=303	-9999	-9999	PCT	4206	10	0	42	3483	1
197	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	DPT_ENS_FREQ_ge263	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	4134	10	0	0	4	1
198	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	DPT_ENS_FREQ_ge268	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4134	10	0	0	66	1
199	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	200000	2022-05-06 20:00:00	2022-05-06 20:00:00	2022-05-06	0	2022-05-06 19:30:01	2022-05-06 20:30:00	DPT_ENS_FREQ_ge273	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4134	10	0	1	235	1
200	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	150000	2022-05-06 15:00:00	2022-05-06 15:00:00	2022-05-06	0	2022-05-06 14:30:01	2022-05-06 15:30:00	TMP_ENS_FREQ_ge268	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4364	10	0	0	0	1
