	Idx	version	model	desc	fcst_lead	fcst_valid_beg	fcst_valid_end	fcst_init_beg	obs_lead	obs_valid_beg	obs_valid_end	fcst_var	fcst_units	fcst_lev	obs_var	obs_units	obs_lev	obtype	vx_mask	interp_mthd	interp_pnts	fcst_thresh	obs_thresh	cov_thresh	alpha	line_type	total	stat_name	stat_value	stat_ncl	stat_ncu	stat_bcl	stat_bcu
119	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	SPREAD	5.31959	NA	NA	NA	NA
299	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	SPREAD_MD	4.11612	NA	NA	NA	NA
389	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	ME_GE_OBS	7.10103	NA	NA	NA	NA
281	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	CRPS_EMP_FAIR	3.08022	NA	NA	NA	NA
11	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	N_ENS	5.0	NA	NA	NA	NA
47	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	CRPSS	NA	NA	NA	NA	NA
407	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	N_LT_OBS	9424	NA	NA	NA	NA
29	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	CRPS	3.75029	NA	NA	NA	NA
173	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	SPREAD_OERR	NA	NA	NA	NA	NA
101	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	RMSE	7.83	NA	NA	NA	NA
191	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	SPREAD_PLUS_OERR	NA	NA	NA	NA	NA
263	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	CRPSS_EMP	NA	NA	NA	NA	NA
137	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	ME_OERR	NA	NA	NA	NA	NA
155	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	RMSE_OERR	NA	NA	NA	NA	NA
461	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	IGN_CORR_OERR	NA	NA	NA	NA	NA
227	492	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>0	-9999	-9999	ECNT	3495	CRPS_EMP	3.49184	NA	NA	NA	NA
354	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	BIAS_RATIO	0.90937	NA	NA	NA	NA
48	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	CRPSS	NA	NA	NA	NA	NA
336	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	MAE_OERR	NA	NA	NA	NA	NA
426	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	ME_LT_OBS	-8.69012	NA	NA	NA	NA
84	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	ME	-4.02494	NA	NA	NA	NA
120	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	SPREAD	6.50613	NA	NA	NA	NA
30	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	CRPS	5.85027	NA	NA	NA	NA
138	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	ME_OERR	NA	NA	NA	NA	NA
390	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	ME_GE_OBS	7.90254	NA	NA	NA	NA
192	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	SPREAD_PLUS_OERR	NA	NA	NA	NA	NA
174	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	SPREAD_OERR	NA	NA	NA	NA	NA
408	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	N_LT_OBS	3472	NA	NA	NA	NA
444	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	IGN_CONV_OERR	NA	NA	NA	NA	NA
12	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	N_ENS	5.0	NA	NA	NA	NA
210	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	CRPSCL	NA	NA	NA	NA	NA
372	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	N_GE_OBS	1358	NA	NA	NA	NA
228	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	CRPS_EMP	6.24364	NA	NA	NA	NA
102	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	RMSE	10.51516	NA	NA	NA	NA
246	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	CRPSCL_EMP	NA	NA	NA	NA	NA
282	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	CRPS_EMP_FAIR	5.68738	NA	NA	NA	NA
66	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	IGN	42.44631	NA	NA	NA	NA
264	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	CRPSS_EMP	NA	NA	NA	NA	NA
462	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	IGN_CORR_OERR	NA	NA	NA	NA	NA
156	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	RMSE_OERR	NA	NA	NA	NA	NA
318	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	MAE	7.57721	NA	NA	NA	NA
300	745	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	FULL	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	966	SPREAD_MD	5.56261	NA	NA	NA	NA
211	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	CRPSCL	NA	NA	NA	NA	NA
247	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	CRPSCL_EMP	NA	NA	NA	NA	NA
67	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	IGN	55.82566	NA	NA	NA	NA
121	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	SPREAD	1.78627	NA	NA	NA	NA
301	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	SPREAD_MD	1.13497	NA	NA	NA	NA
139	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	ME_OERR	NA	NA	NA	NA	NA
373	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	N_GE_OBS	6607	NA	NA	NA	NA
157	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	RMSE_OERR	NA	NA	NA	NA	NA
391	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	ME_GE_OBS	0.93677	NA	NA	NA	NA
445	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	IGN_CONV_OERR	NA	NA	NA	NA	NA
265	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	CRPSS_EMP	NA	NA	NA	NA	NA
175	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	SPREAD_OERR	NA	NA	NA	NA	NA
283	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	CRPS_EMP_FAIR	0.8373	NA	NA	NA	NA
409	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	N_LT_OBS	5698	NA	NA	NA	NA
85	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	ME	-0.39881	NA	NA	NA	NA
31	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	CRPS	1.30184	NA	NA	NA	NA
193	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	SPREAD_PLUS_OERR	NA	NA	NA	NA	NA
13	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	N_ENS	5.0	NA	NA	NA	NA
427	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	ME_LT_OBS	-1.94745	NA	NA	NA	NA
49	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	CRPSS	NA	NA	NA	NA	NA
463	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	IGN_CORR_OERR	NA	NA	NA	NA	NA
337	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	MAE_OERR	NA	NA	NA	NA	NA
319	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	MAE	1.19883	NA	NA	NA	NA
229	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	CRPS_EMP	0.95079	NA	NA	NA	NA
103	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	RMSE	2.71168	NA	NA	NA	NA
355	935	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	NA	-9999	-9999	ECNT	2461	BIAS_RATIO	0.48102	NA	NA	NA	NA
230	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	CRPS_EMP	1.47696	NA	NA	NA	NA
122	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	SPREAD	2.18081	NA	NA	NA	NA
50	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	CRPSS	NA	NA	NA	NA	NA
356	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	BIAS_RATIO	1.37118	NA	NA	NA	NA
428	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	ME_LT_OBS	-1.94745	NA	NA	NA	NA
176	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	SPREAD_OERR	NA	NA	NA	NA	NA
